time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2,bid3,bid_size3,ask3,ask_size3,bid4,bid_size4,ask4,ask_size4,bid5,bid_size5,ask5,ask_size5,bid6,bid_size6,ask6,ask_size6,mid1,imb1,mid2,imb2,mid3,imb3,mid4,imb4,mid5,imb5,mid6,imb6
2021-06-25 09:30:09.402665,425.95,27,425.97,85,15.47,3220,15.48,4154,9.14,2786,9.15,2840,111.71,11,111.73,10,118.13,6,118.15,55,18.5,211,18.51,394,425.96,0.2410714285714285,15.475,0.4366693788988337,9.145,0.4952008531816566,111.72,0.5238095238095238,118.14,0.0983606557377049,18.505000000000003,0.3487603305785124
2021-06-25 09:30:10.323049,425.95,27,425.97,85,15.47,3220,15.48,4154,9.14,2786,9.15,2840,111.71,11,111.73,10,118.13,6,118.15,55,18.5,211,18.51,393,425.96,0.2410714285714285,15.475,0.4366693788988337,9.145,0.4952008531816566,111.72,0.5238095238095238,118.14,0.0983606557377049,18.505000000000003,0.3493377483443708
2021-06-25 09:30:19.334121,425.96,16,425.98,160,15.47,3220,15.48,4154,9.14,2786,9.15,2840,111.71,11,111.73,10,118.13,7,118.15,10,18.5,211,18.51,393,425.97,0.0909090909090909,15.475,0.4366693788988337,9.145,0.4952008531816566,111.72,0.5238095238095238,118.14,0.4117647058823529,18.505000000000003,0.3493377483443708
2021-06-25 09:30:25.273061,425.96,16,425.98,160,15.47,3220,15.48,4154,9.14,2786,9.15,2840,111.71,1,111.74,55,118.13,7,118.15,10,18.5,211,18.51,383,425.97,0.0909090909090909,15.475,0.4366693788988337,9.145,0.4952008531816566,111.725,0.0178571428571428,118.14,0.4117647058823529,18.505000000000003,0.3552188552188552
2021-06-25 09:30:29.199610,425.95,1,425.97,59,15.47,3150,15.48,4154,9.14,2542,9.15,2811,111.71,1,111.74,55,118.12,20,118.15,64,18.5,211,18.51,383,425.96,0.0166666666666666,15.475,0.4312705366922234,9.145,0.4748739024845881,111.725,0.0178571428571428,118.135,0.238095238095238,18.505000000000003,0.3552188552188552
2021-06-25 09:30:39.236905,425.95,1,425.96,209,15.47,2694,15.48,4204,9.14,2455,9.15,2539,111.7,5,111.73,11,118.12,1,118.14,5,18.5,316,18.51,262,425.955,0.0047619047619047,15.475,0.3905479849231661,9.145,0.4915899078894674,111.715,0.3125,118.13,0.1666666666666666,18.505000000000003,0.5467128027681661
2021-06-25 09:30:40.324564,425.95,1,425.96,209,15.47,2694,15.48,4204,9.14,2513,9.15,2539,111.7,5,111.73,11,118.12,1,118.14,5,18.5,316,18.51,262,425.955,0.0047619047619047,15.475,0.3905479849231661,9.145,0.4974267616785431,111.715,0.3125,118.13,0.1666666666666666,18.505000000000003,0.5467128027681661
2021-06-25 09:30:49.336951,425.93,23,425.95,66,15.47,2952,15.48,4204,9.14,2513,9.15,2539,111.7,5,111.71,10,118.12,3,118.14,51,18.5,369,18.51,252,425.94,0.2584269662921348,15.475,0.412520961430967,9.145,0.4974267616785431,111.705,0.3333333333333333,118.13,0.0555555555555555,18.505000000000003,0.5942028985507246
2021-06-25 09:30:49.336951,425.93,23,425.95,66,15.47,2952,15.48,4204,9.14,2513,9.15,2539,111.7,5,111.71,10,118.12,3,118.14,51,18.5,351,18.51,252,425.94,0.2584269662921348,15.475,0.412520961430967,9.145,0.4974267616785431,111.705,0.3333333333333333,118.13,0.0555555555555555,18.505000000000003,0.582089552238806
2021-06-25 09:30:49.336951,425.93,23,425.95,66,15.47,2952,15.48,4204,9.14,2513,9.15,2539,111.68,46,111.72,55,118.12,3,118.14,51,18.5,351,18.51,252,425.94,0.2584269662921348,15.475,0.412520961430967,9.145,0.4974267616785431,111.7,0.4554455445544554,118.13,0.0555555555555555,18.505000000000003,0.582089552238806
2021-06-25 09:30:49.336951,425.93,23,425.95,66,15.47,2952,15.48,4204,9.14,2513,9.15,2539,111.68,46,111.72,55,118.12,1,118.14,78,18.5,351,18.51,252,425.94,0.2584269662921348,15.475,0.412520961430967,9.145,0.4974267616785431,111.7,0.4554455445544554,118.13,0.0126582278481012,18.505000000000003,0.582089552238806
2021-06-25 09:30:59.239646,425.93,1,425.95,79,15.47,2952,15.48,4204,9.14,2513,9.15,2539,111.68,46,111.72,55,118.12,1,118.14,78,18.5,351,18.51,252,425.94,0.0125,15.475,0.412520961430967,9.145,0.4974267616785431,111.7,0.4554455445544554,118.13,0.0126582278481012,18.505000000000003,0.582089552238806
2021-06-25 09:31:09.407338,425.96,13,425.98,81,15.47,3064,15.48,4204,9.14,2542,9.15,2811,111.72,5,111.74,65,118.13,1,118.15,63,18.5,192,18.51,362,425.97,0.1382978723404255,15.475,0.4215740231150248,9.145,0.4748739024845881,111.73,0.0714285714285714,118.14,0.015625,18.505000000000003,0.3465703971119133
2021-06-25 09:31:19.238355,425.96,26,425.99,24,15.47,3056,15.48,4204,9.14,2484,9.15,2869,111.72,1,111.75,1,118.14,6,118.16,55,18.5,192,18.51,382,425.975,0.52,15.475,0.4209366391184573,9.145,0.4640388567158602,111.735,0.5,118.15,0.0983606557377049,18.505000000000003,0.3344947735191638
2021-06-25 09:31:19.238355,425.96,26,425.99,24,15.47,3056,15.48,4204,9.14,2484,9.15,2869,111.72,1,111.75,1,118.14,3,118.16,60,18.5,192,18.51,382,425.975,0.52,15.475,0.4209366391184573,9.145,0.4640388567158602,111.735,0.5,118.15,0.0476190476190476,18.505000000000003,0.3344947735191638
2021-06-25 09:31:29.170527,425.96,26,425.98,7,15.47,3056,15.48,4204,9.14,2484,9.15,2869,111.71,1,111.74,1,118.14,3,118.16,60,18.5,211,18.51,382,425.97,0.7878787878787878,15.475,0.4209366391184573,9.145,0.4640388567158602,111.725,0.5,118.15,0.0476190476190476,18.505000000000003,0.3558178752107925
2021-06-25 09:31:29.170527,425.96,26,425.98,7,15.47,3056,15.48,4204,9.14,2484,9.15,2566,111.71,1,111.74,1,118.14,3,118.16,60,18.5,211,18.51,382,425.97,0.7878787878787878,15.475,0.4209366391184573,9.145,0.4918811881188119,111.725,0.5,118.15,0.0476190476190476,18.505000000000003,0.3558178752107925
2021-06-25 09:31:35.314876,425.96,26,425.98,7,15.47,3056,15.48,4204,9.14,2484,9.15,2566,111.71,1,111.74,1,118.14,3,118.16,60,18.5,211,18.51,320,425.97,0.7878787878787878,15.475,0.4209366391184573,9.145,0.4918811881188119,111.725,0.5,118.15,0.0476190476190476,18.505000000000003,0.3973634651600753
2021-06-25 09:31:35.314876,425.96,26,425.98,7,15.47,3056,15.48,4204,9.14,2484,9.15,2566,111.71,1,111.74,1,118.14,4,118.15,9,18.5,211,18.51,320,425.97,0.7878787878787878,15.475,0.4209366391184573,9.145,0.4918811881188119,111.725,0.5,118.145,0.3076923076923077,18.505000000000003,0.3973634651600753
2021-06-25 09:31:39.259143,425.96,11,425.98,169,15.47,3064,15.48,3855,9.14,2484,9.15,2566,111.71,1,111.74,43,118.14,4,118.15,9,18.5,211,18.51,320,425.97,0.0611111111111111,15.475,0.4428385604856193,9.145,0.4918811881188119,111.725,0.0227272727272727,118.145,0.3076923076923077,18.505000000000003,0.3973634651600753
