time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2,bid3,bid_size3,ask3,ask_size3,bid4,bid_size4,ask4,ask_size4,bid5,bid_size5,ask5,ask_size5,bid6,bid_size6,ask6,ask_size6,mid1,imb1,mid2,imb2,mid3,imb3,mid4,imb4,mid5,imb5,mid6,imb6
2021-07-08 09:30:05.066744,428.45,20,428.47,27,15.37,3382,15.38,3389,9.02,3457,9.03,2501,113.55,3,113.56,6,119.44,4,119.45,3,18.13,481,18.14,197,428.46000000000004,0.425531914893617,15.375,0.4994830896470241,9.024999999999999,0.5802282645182947,113.555,0.3333333333333333,119.445,0.5714285714285714,18.134999999999998,0.7094395280235988
2021-07-08 09:30:09.084245,428.45,7,428.47,47,15.37,3883,15.38,4260,9.02,3457,9.03,2501,113.55,5,113.56,10,119.44,4,119.45,3,18.13,481,18.14,197,428.46000000000004,0.12962962962962962,15.375,0.4768512833108191,9.024999999999999,0.5802282645182947,113.555,0.3333333333333333,119.445,0.5714285714285714,18.134999999999998,0.7094395280235988
2021-07-08 09:30:18.248458,428.45,7,428.47,47,15.37,3955,15.38,4260,9.02,3457,9.03,2501,113.55,5,113.56,10,119.44,4,119.45,1,18.13,481,18.14,197,428.46000000000004,0.12962962962962962,15.375,0.48143639683505784,9.024999999999999,0.5802282645182947,113.555,0.3333333333333333,119.445,0.8,18.134999999999998,0.7094395280235988
2021-07-08 09:30:19.202472,428.45,11,428.46,4,15.37,3955,15.38,4260,9.02,3457,9.03,2501,113.55,7,113.56,10,119.44,4,119.45,1,18.13,469,18.14,179,428.455,0.7333333333333333,15.375,0.48143639683505784,9.024999999999999,0.5802282645182947,113.555,0.4117647058823529,119.445,0.8,18.134999999999998,0.7237654320987654
2021-07-08 09:30:29.268357,428.51,50,428.53,2,15.37,2347,15.38,3872,9.02,2614,9.03,3155,113.6,16,113.62,14,119.47,5,119.49,4,18.13,202,18.13,1,428.52,0.9615384615384616,15.375,0.3773918636436726,9.024999999999999,0.453111457791645,113.61,0.5333333333333333,119.47999999999999,0.5555555555555556,18.13,0.9950738916256158
2021-07-08 09:30:29.268357,428.51,50,428.53,2,15.37,2881,15.38,3872,9.02,3096,9.03,3006,113.6,16,113.62,14,119.47,5,119.49,4,18.13,202,18.13,1,428.52,0.9615384615384616,15.375,0.42662520361320894,9.024999999999999,0.5073746312684366,113.61,0.5333333333333333,119.47999999999999,0.5555555555555556,18.13,0.9950738916256158
2021-07-08 09:30:39.240519,428.57,24,428.6,50,15.37,2347,15.38,3872,9.02,2614,9.03,3155,113.65,10,113.67,38,119.5,7,119.53,14,18.12,202,18.13,261,428.58500000000004,0.32432432432432434,15.375,0.3773918636436726,9.024999999999999,0.453111457791645,113.66,0.20833333333333334,119.515,0.3333333333333333,18.125,0.43628509719222464
2021-07-08 09:30:44.105924,428.57,24,428.6,50,15.37,2347,15.38,3872,9.02,2614,9.03,3159,113.65,10,113.67,38,119.5,7,119.53,14,18.12,202,18.13,261,428.58500000000004,0.32432432432432434,15.375,0.3773918636436726,9.024999999999999,0.4527975056296553,113.66,0.20833333333333334,119.515,0.3333333333333333,18.125,0.43628509719222464
2021-07-08 09:30:49.114982,428.57,5,428.59,9,15.37,2343,15.38,3872,9.02,2614,9.03,3159,113.65,5,113.66,16,119.5,5,119.52,6,18.12,253,18.13,425,428.58,0.35714285714285715,15.375,0.3769911504424779,9.024999999999999,0.4527975056296553,113.655,0.23809523809523808,119.50999999999999,0.45454545454545453,18.125,0.37315634218289084
2021-07-08 09:30:56.239472,428.57,5,428.59,9,15.37,2343,15.38,3872,9.02,2390,9.03,3159,113.65,5,113.66,16,119.5,5,119.52,6,18.12,253,18.13,425,428.58,0.35714285714285715,15.375,0.3769911504424779,9.024999999999999,0.4307082357181474,113.655,0.23809523809523808,119.50999999999999,0.45454545454545453,18.125,0.37315634218289084
2021-07-08 09:30:59.208128,428.57,10,428.59,14,15.37,2431,15.38,4159,9.02,2390,9.03,3159,113.65,16,113.66,6,119.51,6,119.52,6,18.12,202,18.13,445,428.58,0.4166666666666667,15.375,0.36889226100151745,9.024999999999999,0.4307082357181474,113.655,0.7272727272727273,119.515,0.5,18.125,0.312210200927357
2021-07-08 09:30:59.208128,428.57,10,428.59,14,15.37,2431,15.38,4159,9.02,2390,9.03,3159,113.65,16,113.66,6,119.51,6,119.52,6,18.12,219,18.13,435,428.58,0.4166666666666667,15.375,0.36889226100151745,9.024999999999999,0.4307082357181474,113.655,0.7272727272727273,119.515,0.5,18.125,0.3348623853211009
2021-07-08 09:30:59.208128,428.57,10,428.59,14,15.37,2431,15.38,4159,9.02,2390,9.03,3159,113.64,14,113.66,17,119.51,6,119.52,6,18.12,219,18.13,435,428.58,0.4166666666666667,15.375,0.36889226100151745,9.024999999999999,0.4307082357181474,113.65,0.45161290322580644,119.515,0.5,18.125,0.3348623853211009
2021-07-08 09:31:09.242693,428.56,61,428.58,30,15.37,2531,15.38,4159,9.02,2390,9.03,3159,113.64,14,113.66,17,119.5,5,119.51,5,18.12,219,18.13,435,428.57,0.6703296703296703,15.375,0.37832585949177877,9.024999999999999,0.4307082357181474,113.65,0.45161290322580644,119.505,0.5,18.125,0.3348623853211009
2021-07-08 09:31:11.162326,428.56,61,428.58,30,15.37,2531,15.38,4159,9.02,2247,9.03,3159,113.64,14,113.66,17,119.52,6,119.54,65,18.12,219,18.13,435,428.57,0.6703296703296703,15.375,0.37832585949177877,9.024999999999999,0.4156492785793563,113.65,0.45161290322580644,119.53,0.08450704225352113,18.125,0.3348623853211009
2021-07-08 09:31:11.162326,428.56,61,428.58,30,15.37,2531,15.38,4159,9.02,2247,9.03,3159,113.64,14,113.66,17,119.52,6,119.54,65,18.12,157,18.12,1,428.57,0.6703296703296703,15.375,0.37832585949177877,9.024999999999999,0.4156492785793563,113.65,0.45161290322580644,119.53,0.08450704225352113,18.12,0.9936708860759493
2021-07-08 09:31:19.278900,428.59,78,428.6,12,15.37,2331,15.38,4159,9.02,2247,9.03,3159,113.66,69,113.68,1,119.52,6,119.54,65,18.12,157,18.12,1,428.595,0.8666666666666667,15.375,0.3591679506933744,9.024999999999999,0.4156492785793563,113.67,0.9857142857142858,119.53,0.08450704225352113,18.12,0.9936708860759493
2021-07-08 09:31:25.217963,428.59,78,428.6,12,15.37,2331,15.38,4159,9.02,2130,9.03,3159,113.66,69,113.68,1,119.52,6,119.54,65,18.12,157,18.12,1,428.595,0.8666666666666667,15.375,0.3591679506933744,9.024999999999999,0.4027226318774816,113.67,0.9857142857142858,119.53,0.08450704225352113,18.12,0.9936708860759493
2021-07-08 09:31:26.190463,428.59,78,428.6,12,15.37,2331,15.38,4159,9.02,2130,9.03,3159,113.66,69,113.68,1,119.52,6,119.53,4,18.12,157,18.12,1,428.595,0.8666666666666667,15.375,0.3591679506933744,9.024999999999999,0.4027226318774816,113.67,0.9857142857142858,119.525,0.6,18.12,0.9936708860759493
2021-07-08 09:31:29.212031,428.59,55,428.6,4,15.37,472,15.37,475,9.02,2130,9.03,3159,113.67,3,113.69,13,119.52,6,119.53,4,18.12,119,18.13,468,428.595,0.9322033898305084,15.37,0.498416050686378,9.024999999999999,0.4027226318774816,113.68,0.1875,119.525,0.6,18.125,0.20272572402044292
2021-07-08 09:31:39.220521,428.58,134,428.6,5,15.37,759,15.37,565,9.02,2273,9.03,2878,113.66,69,113.67,3,119.51,7,119.52,1,18.12,149,18.13,435,428.59000000000003,0.9640287769784173,15.37,0.573262839879154,9.024999999999999,0.4412735391186177,113.66499999999999,0.9583333333333334,119.515,0.875,18.125,0.2551369863013699
2021-07-08 09:31:49.281663,428.62,29,428.64,27,15.37,5,15.37,565,9.02,2043,9.03,2753,113.69,4,113.71,17,119.53,7,119.55,6,18.11,355,18.12,186,428.63,0.5178571428571429,15.37,0.008771929824561403,9.024999999999999,0.4259799833194329,113.69999999999999,0.19047619047619047,119.53999999999999,0.5384615384615384,18.115000000000002,0.6561922365988909
